Cow_id,Date,Daily_period,Easting,Northing
10,3/1/2005,Post_MCP,458010.0925,3789997.447
10,3/1/2005,Post_MCP,458010.6572,3790002.249
10,3/1/2005,Post_MCP,458015.7218,3790053.697
10,3/1/2005,Post_MCP,458018.1772,3790083.84
10,3/1/2005,Post_MCP,458013.5663,3790104.898
10,3/1/2005,Post_MCP,458008.1034,3790124.852
10,3/1/2005,All_Day_MCP,456679.4592,3789838.743
10,3/1/2005,All_Day_MCP,457013.2773,3789677.53
10,3/1/2005,All_Day_MCP,457060.1105,3789671.525
10,3/1/2005,All_Day_MCP,457323.6551,3789713.013
10,3/1/2005,All_Day_MCP,457929.0796,3789943.722
10,3/1/2005,All_Day_MCP,458040.6324,3789996.848
10,3/1/2005,All_Day_MCP,458033.4995,3790174.421
10,3/1/2005,All_Day_MCP,458026.6775,3790193.148
10,3/1/2005,All_Day_MCP,458010.3869,3790223.499
10,3/1/2005,All_Day_MCP,457900.2979,3790249.712
10,3/1/2005,All_Day_MCP,457609.86,3790251.638
10,3/1/2005,All_Day_MCP,457517.4914,3790250.207
10,3/1/2005,All_Day_MCP,457510.8699,3790249.929
10,3/1/2005,All_Day_MCP,456707.3826,3789865.627
10,3/2/2005,Pre_MCP,457926.1079,3789948.386
10,3/2/2005,Pre_MCP,457926.3787,3789945.121
10,3/2/2005,Pre_MCP,457943.8025,3789935.371
10,3/2/2005,Pre_MCP,457932.9351,3789953.408
10,3/2/2005,Pre_MCP,457932.0202,3789954.706
10,3/2/2005,Pre_MCP,457931.0029,3789955.788
10,3/2/2005,Pre_MCP,457929.435,3789955.21
10,3/2/2005,Pre_MCP,457927.2575,3789954.234
10,3/2/2005,Day_MCP,456707.5397,3789859.775
10,3/2/2005,Day_MCP,456708.8715,3789855.056
10,3/2/2005,Day_MCP,457107.8635,3789532.453
10,3/2/2005,Day_MCP,457132.116,3789537.978
10,3/2/2005,Day_MCP,457922.8077,3789947.539
10,3/2/2005,Day_MCP,457930.8018,3789952.0
10,3/2/2005,Day_MCP,457824.387,3790107.873
10,3/2/2005,Day_MCP,457787.1172,3790124.982
