Pixel,Northing,Easting
75309,3623427.378,541967.2045
75310,3624447.378,539177.2045
75311,3630927.378,543077.2045
75312,3624687.378,540317.2045
75313,3623487.378,547697.2045
75314,3623727.378,548267.2045
75315,3622979.523,544546.9966
75316,3623607.378,541847.2045
75317,3625257.378,540947.2045
75318,3625227.378,537767.2045
75319,3623967.378,547067.2045
75320,3631947.378,542477.2045
75321,3631107.378,543677.2045
75322,3624447.378,548027.2045
75323,3623067.378,543557.2045
75324,3624777.378,543947.2045
75325,3624117.378,543407.2045
75326,3622797.378,541937.2045
75327,3622827.378,540977.2045
75328,3623877.378,546497.2045
75329,3624927.378,543947.2045
75330,3623787.378,544547.2045
75331,3624897.378,546167.2045
75332,3622887.378,540737.2045
75333,3630867.378,544547.2045
75334,3624387.378,541547.2045
75335,3631947.378,542447.2045
75336,3624447.378,543137.2045
75337,3623277.378,546407.2045
75338,3631167.378,543707.2045
75339,3623247.378,543437.2045
75340,3623997.378,546827.2045
75341,3623247.378,542477.2045
75342,3624717.378,544967.2045
75343,3624087.378,546707.2045
75344,3624417.378,540377.2045
75345,3624959.434,537772.5271
75346,3623727.378,544007.2045
75347,3624387.378,539387.2045
75348,3624177.378,540857.2045
75349,3624357.378,543647.2045
75350,3623937.378,540827.2045
75351,3622887.378,540497.2045
75352,3631731.191,543225.2479
75353,3623127.378,545597.2045
75354,3624957.378,547787.2045
75355,3624597.378,539477.2045
75356,3624747.378,538667.2045
75357,3623847.378,541157.2045
75358,3625197.378,540827.2045
75359,3623307.378,540797.2045
75360,3624147.378,540707.2045
75361,3623487.378,543047.2045
75362,3625257.378,540737.2045
75363,3624687.378,539537.2045
75364,3622887.378,541967.2045
75365,3623757.378,546977.2045
75366,3624507.378,540917.2045
75367,3624357.378,539357.2045
75368,3624417.378,546647.2045
75369,3631527.378,542117.2045
75370,3625077.378,546587.2045
75371,3625257.378,542357.2045
75372,3631437.378,543587.2045
75373,3624837.378,542177.2045
75374,3623517.378,540077.2045
75375,3623997.378,547217.2045
75376,3623577.378,546077.2045
75377,3623277.378,544067.2045
75378,3630807.378,544937.2045
75379,3624567.378,538727.2045
75380,3623967.378,547847.2045
75381,3624117.378,545747.2045
75382,3630867.378,543827.2045
75383,3623457.378,542087.2045
75384,3623967.378,544337.2045
75385,3623487.378,546887.2045
75386,3624897.378,546557.2045
75387,3625167.378,546227.2045
75388,3624747.378,540407.2045
75389,3624987.378,539327.2045
75390,3631617.378,542747.2045
75391,3631137.378,542027.2045
75392,3624267.378,546737.2045
75393,3625137.378,545387.2045
75394,3625077.378,541787.2045
75395,3624627.378,545657.2045
75396,3624417.378,544007.2045
75397,3623577.378,546407.2045
75398,3624297.378,539507.2045
75399,3624357.378,546287.2045
75400,3623937.378,541067.2045
75401,3624537.378,547097.2045
75402,3631377.378,542207.2045
75403,3631107.378,544577.2045
75404,3630823.922,545315.7333
75405,3624657.378,543317.2045
75406,3623817.378,546797.2045
75407,3631107.378,543287.2045
75408,3625077.378,538397.2045
75409,3625197.378,538997.2045
75410,3630957.378,542627.2045
75411,3623577.378,543917.2045
75412,3625137.378,537857.2045
75413,3623667.378,543647.2045
75414,3624807.378,545507.2045
75415,3624417.378,541547.2045
75416,3625167.378,539447.2045
75417,3623787.378,547997.2045
75418,3625257.378,542807.2045
75419,3624117.378,539567.2045
75420,3630807.378,542927.2045
75421,3623967.378,539447.2045
75422,3624027.378,545477.2045
75423,3624297.378,544667.2045
75424,3623397.378,541217.2045
75425,3624657.378,546857.2045
75426,3624057.378,539417.2045
75427,3623637.378,547847.2045
75428,3623367.378,541187.2045
75429,3624987.378,541217.2045
75430,3624117.378,544247.2045
75431,3623907.378,546827.2045
75432,3624717.378,541247.2045
75433,3624987.378,540107.2045
75434,3624537.378,548537.2045
75435,3625257.378,540977.2045
75436,3623577.378,548357.2045
75437,3624807.378,538997.2045
75438,3624057.378,548417.2045
75439,3624927.378,548327.2045
75440,3624267.378,546497.2045
75441,3623247.378,540527.2045
75442,3624957.378,545327.2045
75443,3630837.378,543767.2045
75444,3631587.378,543227.2045
75445,3624087.378,542567.2045
75446,3631407.378,543017.2045
75447,3623997.378,541457.2045
75448,3623577.378,546017.2045
75449,3622947.378,543947.2045
75450,3623067.378,544667.2045
75451,3630987.378,544337.2045
75452,3624567.378,546467.2045
75453,3622781.454,541933.889
75454,3624897.378,545717.2045
75455,3623367.378,541457.2045
75456,3631347.378,542177.2045
75457,3625047.378,547667.2045
75458,3631317.378,542267.2045
75459,3624867.378,539657.2045
75460,3631257.378,541817.2045
75461,3623187.378,539837.2045
75462,3631047.378,543947.2045
75463,3624327.378,546707.2045
75464,3625227.378,546527.2045
75465,3631107.378,542237.2045
75466,3624927.378,545657.2045
75467,3624957.378,543377.2045
75468,3624117.378,547367.2045
75469,3624237.378,547157.2045
75470,3631827.378,542447.2045
75471,3624147.378,540917.2045
75472,3624477.378,538517.2045
75473,3624597.378,544457.2045
75474,3631197.378,541667.2045
75475,3624087.378,541577.2045
75476,3624207.378,544967.2045
75477,3631617.378,543017.2045
75478,3624447.378,541967.2045
75479,3623487.378,545807.2045
75480,3625197.378,545987.2045
75481,3624297.378,539597.2045
75482,3631047.378,544577.2045
75483,3624867.378,543917.2045
75484,3625167.378,545327.2045
75485,3624687.378,540377.2045
75486,3625107.378,541457.2045
75487,3623967.378,541277.2045
75488,3631377.378,541907.2045
75489,3623637.378,541187.2045
75490,3623727.378,544997.2045
75491,3631526.616,543676.6124
75492,3624387.378,547697.2045
75493,3624837.378,543677.2045
75494,3630957.378,544427.2045
75495,3630957.378,544697.2045
75496,3623217.378,545117.2045
75497,3623247.378,541337.2045
75498,3624927.378,548177.2045
75499,3625167.378,545087.2045
75500,3625197.378,543617.2045
75501,3625257.378,541187.2045
75502,3625047.378,545897.2045
75503,3631797.378,543017.2045
75504,3623637.378,546077.2045
75505,3623877.378,544997.2045
75506,3623157.378,541157.2045
75507,3625047.378,544277.2045
75508,3624987.378,538067.2045
75509,3622947.378,541697.2045
75510,3631167.378,543677.2045
75511,3624417.378,540197.2045
75512,3623337.378,543917.2045
75513,3623637.378,546227.2045
75514,3624657.378,546467.2045
75515,3624087.378,545567.2045
75516,3624747.378,548087.2045
75517,3623907.378,545657.2045
75518,3624897.378,538157.2045
75519,3622977.378,543047.2045
75520,3624747.378,545327.2045
75521,3630837.378,543287.2045
75522,3624237.378,541997.2045
75523,3623967.378,546287.2045
75524,3624657.378,543737.2045
75525,3623487.378,545717.2045
75526,3623487.378,546587.2045
75527,3624477.378,542207.2045
75528,3623997.378,539867.2045
75529,3624207.378,541277.2045
75530,3623517.378,543887.2045
75531,3624777.378,538757.2045
75532,3625107.378,541187.2045
75533,3623817.378,548357.2045
75534,3623397.378,541337.2045
75535,3624507.378,546767.2045
75536,3624837.378,538277.2045
75537,3624207.378,538277.2045
75538,3625227.378,547817.2045
75539,3631377.378,542747.2045
75540,3625257.378,539297.2045
75541,3624537.378,545087.2045
75542,3625137.378,546587.2045
75543,3631377.378,542267.2045
75544,3624057.378,539897.2045
75545,3624747.378,548357.2045
75546,3624837.378,540977.2045
75547,3623307.378,542087.2045
75548,3623787.378,543827.2045
75549,3624057.378,539837.2045
75550,3624627.378,546377.2045
75551,3624147.378,548117.2045
75552,3624627.378,546617.2045
75553,3624297.378,545867.2045
75554,3623697.378,542597.2045
75555,3623877.378,539567.2045
75556,3623697.378,548087.2045
75557,3623697.378,542897.2045
75558,3623757.378,542087.2045
75559,3624657.378,545837.2045
75560,3631167.378,544127.2045
75561,3624117.378,543587.2045
75562,3624657.378,547997.2045
75563,3624807.378,544667.2045
75564,3631107.378,543197.2045
75565,3623877.378,541877.2045
75566,3623337.378,547157.2045
75567,3625227.378,541337.2045
75568,3623157.378,543827.2045
75569,3624957.378,540287.2045
75570,3625047.378,539087.2045
75571,3624537.378,545147.2045
75572,3625107.378,545087.2045
75573,3631077.378,544217.2045
75574,3623877.378,538997.2045
75575,3624507.378,540887.2045
75576,3624597.378,546167.2045
75577,3623697.378,540107.2045
75578,3624447.378,540347.2045
75579,3624087.378,540797.2045
75580,3624837.378,538697.2045
75581,3631257.378,541847.2045
75582,3623247.378,541607.2045
75583,3624897.378,541277.2045
75584,3622797.378,541577.2045
75585,3631947.378,542297.2045
75586,3624147.378,546737.2045
75587,3625167.378,546197.2045
75588,3625197.378,542567.2045
75589,3624177.378,546827.2045
75590,3624447.378,545117.2045
75591,3623171.84,547419.7549
75592,3624537.378,542237.2045
75593,3623397.378,544997.2045
75594,3625107.378,538427.2045
75595,3625107.378,539507.2045
75596,3624417.378,548027.2045
75597,3624537.378,541787.2045
75598,3624147.837,538187.7468
75599,3624357.378,543467.2045
75600,3624687.378,545027.2045
75601,3624417.378,540347.2045
75602,3624567.378,545417.2045
75603,3623307.378,543677.2045
75604,3623667.378,540077.2045
75605,3623397.378,544877.2045
75606,3625077.378,542117.2045
75607,3624957.378,545927.2045
75608,3623697.378,540947.2045
75609,3625137.378,548567.2045
75610,3622827.378,541037.2045
75611,3623967.378,543737.2045
75612,3631137.378,542057.2045
75613,3623817.378,544247.2045
75614,3623697.378,548057.2045
75615,3624207.378,541787.2045
75616,3624057.378,543317.2045
75617,3631167.378,543587.2045
75618,3630837.378,544067.2045
75619,3624987.378,542357.2045
75620,3624237.378,545537.2045
75621,3624987.378,540407.2045
75622,3631887.378,542657.2045
75623,3623697.378,540257.2045
75624,3624987.378,544127.2045
75625,3624117.378,548417.2045
75626,3624597.378,542777.2045
75627,3624207.378,547697.2045
75628,3622947.378,541397.2045
75629,3631077.378,541907.2045
75630,3624027.378,542147.2045
75631,3623937.378,541397.2045
75632,3623037.378,540227.2045
75633,3630807.378,543197.2045
75634,3624657.378,548237.2045
75635,3623277.378,541367.2045
75636,3624837.378,544397.2045
75637,3624477.378,543017.2045
75638,3623217.378,545627.2045
75639,3625227.378,540527.2045
75640,3625137.378,538097.2045
75641,3623667.378,546257.2045
75642,3625107.378,545207.2045
75643,3624837.378,544967.2045
75644,3625227.378,542987.2045
75645,3623067.378,543077.2045
75646,3623007.378,544097.2045
75647,3624057.378,547457.2045
75648,3624897.378,547247.2045
75649,3624717.467,548588.2445
75650,3624057.378,540797.2045
75651,3625017.378,548297.2045
75652,3624417.378,542477.2045
75653,3631137.378,542507.2045
75654,3623637.378,548417.2045
75655,3623397.378,541907.2045
75656,3623967.378,547247.2045
75657,3624087.378,543647.2045
75658,3624057.378,541577.2045
75659,3622857.378,540677.2045
75660,3624327.378,548177.2045
75661,3631737.378,542867.2045
75662,3624027.378,540707.2045
75663,3625107.378,547817.2045
75664,3624927.378,538877.2045
75665,3623577.378,545117.2045
75666,3624597.378,539027.2045
75667,3625077.378,537887.2045
75668,3625077.378,545537.2045
75669,3624957.378,542387.2045
75670,3623757.378,541997.2045
75671,3625107.378,547487.2045
75672,3624687.378,543527.2045
75673,3624927.378,542807.2045
75674,3623607.378,543077.2045
75675,3624057.378,543467.2045
75676,3623637.378,541307.2045
75677,3623937.378,547607.2045
75678,3624687.378,545387.2045
75679,3624477.378,543197.2045
75680,3624297.378,547187.2045
75681,3623817.378,540137.2045
75682,3623097.378,539987.2045
75683,3624987.378,540377.2045
75684,3624237.378,548297.2045
75685,3623517.378,544457.2045
75686,3623397.378,540797.2045
75687,3623787.378,548537.2045
75688,3624717.378,547547.2045
75689,3624267.378,548027.2045
75690,3625107.378,547007.2045
75691,3624057.378,539147.2045
75692,3623787.378,546827.2045
75693,3624147.378,541217.2045
75694,3624177.378,543797.2045
75695,3623817.378,544487.2045
75696,3625197.378,546977.2045
75697,3624417.378,546347.2045
75698,3624927.378,544127.2045
75699,3631077.378,542957.2045
75700,3623547.378,546827.2045
75701,3624387.378,542027.2045
75702,3624447.378,544127.2045
75703,3630927.378,542777.2045
75704,3624897.378,540557.2045
75705,3623817.378,540317.2045
75706,3623547.378,544067.2045
75707,3623337.378,544907.2045
75708,3623667.378,538937.2045
75709,3622947.378,542537.2045
75710,3623157.378,546587.2045
75711,3623877.378,543377.2045
75712,3624477.378,545417.2045
75713,3622947.378,543677.2045
75714,3623907.378,545537.2045
75715,3623967.378,540587.2045
75716,3624057.378,541037.2045
75717,3624957.378,541277.2045
75718,3624147.378,546797.2045
75719,3623727.378,543437.2045
75720,3624987.378,545597.2045
75721,3625167.378,546977.2045
75722,3624957.378,542777.2045
75723,3623067.378,540047.2045
75724,3631792.579,542093.3774
75725,3623457.378,544997.2045
75726,3631257.378,544067.2045
75727,3623997.378,543977.2045
75728,3623817.378,541097.2045
75729,3624147.378,539267.2045
75730,3630957.378,542087.2045
75731,3631107.378,543107.2045
75732,3624237.378,547487.2045
75733,3625197.378,542327.2045
75734,3625167.378,548027.2045
75735,3623397.378,540647.2045
75736,3624717.378,541157.2045
75737,3623607.378,542957.2045
75738,3625137.378,541637.2045
75739,3625017.378,548567.2045
75740,3624657.378,545297.2045
75741,3625197.378,539657.2045
75742,3625227.378,544847.2045
75743,3630957.378,541577.2045
75744,3631194.666,541580.3444
75745,3625197.378,545387.2045
75746,3624267.378,547997.2045
75747,3623877.378,538517.2045
75748,3625227.378,538427.2045
75749,3623667.378,548177.2045
75750,3623847.378,541007.2045
75751,3624177.378,541757.2045
75752,3631407.378,542807.2045
75753,3624327.378,539177.2045
75754,3624027.378,540557.2045
75755,3623817.378,545057.2045
75756,3630837.378,543347.2045
75757,3631467.378,542507.2045
75758,3623847.378,545867.2045
75759,3625167.378,546077.2045
75760,3625167.378,544877.2045
75761,3625017.378,547217.2045
75762,3625017.378,544427.2045
75763,3623607.378,544697.2045
75764,3623157.378,543167.2045
75765,3625047.378,541007.2045
75766,3625077.378,543317.2045
75767,3624207.378,539687.2045
75768,3625137.378,547427.2045
75769,3624507.378,541427.2045
75770,3623607.378,543737.2045
75771,3631377.378,542357.2045
75772,3624237.378,543857.2045
75773,3631737.378,542147.2045
75774,3624357.378,546077.2045
75775,3623667.378,541217.2045
75776,3623967.378,546167.2045
75777,3623967.378,539897.2045
75778,3624807.378,547907.2045
75779,3623547.378,542837.2045
75780,3624747.378,547247.2045
75781,3623877.378,545657.2045
75782,3624417.378,544217.2045
75783,3623127.378,545027.2045
75784,3623187.378,540557.2045
75785,3623967.378,543947.2045
75786,3623067.378,544007.2045
75787,3624687.378,541457.2045
75788,3631257.378,542477.2045
75789,3631527.378,542927.2045
75790,3630867.378,541607.2045
75791,3623787.378,543317.2045
75792,3623067.378,544337.2045
75793,3630837.378,544217.2045
75794,3625017.378,547697.2045
75795,3630837.378,545027.2045
75796,3623937.378,540707.2045
75797,3624087.378,548057.2045
75798,3631227.378,542237.2045
75799,3624867.378,539507.2045
75800,3623907.378,544517.2045
75801,3625167.378,538037.2045
75802,3625017.378,541247.2045
75803,3623907.378,544937.2045
75804,3624477.378,544367.2045
75805,3623487.378,540677.2045
75806,3623997.378,543797.2045
75807,3624387.378,542057.2045
75808,3623907.378,543257.2045
75809,3630867.378,541517.2045
75810,3623967.378,548387.2045
75811,3623277.378,540857.2045
75812,3623547.378,545267.2045
75813,3623457.378,544247.2045
75814,3622961.235,544454.6671
75815,3630927.378,544517.2045
75816,3631617.378,542537.2045
75817,3623667.378,541127.2045
75818,3630987.378,544307.2045
75819,3624417.378,539177.2045
75820,3623277.378,540737.2045
75821,3625257.378,540707.2045
75822,3623247.378,545957.2045
75823,3624867.378,540827.2045
75824,3623427.378,545747.2045
75825,3624417.378,547337.2045
75826,3624567.378,544097.2045
75827,3624147.378,540077.2045
75828,3623997.378,541187.2045
75829,3625017.378,541637.2045
75830,3624297.378,546887.2045
75831,3624957.378,545147.2045
75832,3624987.378,544727.2045
75833,3623967.378,540107.2045
75834,3625197.378,539387.2045
75835,3623487.378,547037.2045
75836,3630867.378,542627.2045
75837,3623547.378,540887.2045
75838,3624987.378,538727.2045
75839,3623277.378,542597.2045
75840,3625137.378,538157.2045
75841,3624267.378,538697.2045
75842,3623427.378,541547.2045
75843,3624867.378,541037.2045
75844,3625167.378,545477.2045
75845,3623727.378,547997.2045
75846,3623397.378,546707.2045
75847,3625107.378,540137.2045
75848,3623517.378,542057.2045
75849,3630943.316,541351.3935
75850,3622862.891,542956.9226
75851,3625047.378,547877.2045
75852,3623517.378,542297.2045
75853,3630927.378,542927.2045
75854,3624057.378,548177.2045
75855,3623427.378,539567.2045
75856,3622917.378,541397.2045
75857,3625257.378,539777.2045
75858,3622978.455,544517.0125
75859,3623277.378,544877.2045
75860,3624087.378,539567.2045
75861,3624267.378,541757.2045
75862,3623107.354,539781.393
75863,3624027.378,544067.2045
75864,3624477.378,540917.2045
75865,3623367.378,541337.2045
75866,3623337.378,547667.2045
75867,3631077.378,541967.2045
75868,3623367.378,544727.2045
75869,3624867.378,548027.2045
75870,3623847.378,540287.2045
75871,3623427.378,544847.2045
75872,3625047.378,537977.2045
75873,3625167.378,546017.2045
75874,3631137.378,543467.2045
75875,3624027.378,545507.2045
75876,3623847.378,542957.2045
75877,3624597.378,538067.2045
75878,3625047.378,540737.2045
75879,3625077.378,539747.2045
75880,3624147.378,543587.2045
75881,3624117.378,544697.2045
75882,3631167.378,541877.2045
75883,3624717.378,543197.2045
75884,3624597.378,545147.2045
75885,3623727.378,544697.2045
75886,3623247.378,540347.2045
75887,3624747.378,543497.2045
75888,3631737.378,542207.2045
75889,3623427.378,547997.2045
75890,3624327.378,548447.2045
75891,3624147.378,546497.2045
75892,3623127.378,546017.2045
75893,3622977.378,541127.2045
75894,3623787.378,547637.2045
75895,3631017.378,544607.2045
75896,3624207.378,542687.2045
75897,3625167.378,541667.2045
75898,3624327.378,545627.2045
75899,3624717.378,543227.2045
75900,3624807.378,542657.2045
75901,3624027.378,543977.2045
75902,3623217.378,546677.2045
75903,3631797.378,542387.2045
75904,3623187.378,544277.2045
75905,3624867.378,539837.2045
75906,3624987.378,538817.2045
75907,3624207.378,544427.2045
75908,3624327.378,539897.2045
75909,3624447.378,541997.2045
75910,3631527.378,542987.2045
75911,3622947.378,542027.2045
75912,3630957.378,544247.2045
75913,3624177.378,545537.2045
75914,3624207.378,538457.2045
75915,3631347.378,542927.2045
75916,3623067.378,541937.2045
75917,3625017.378,546587.2045
75918,3623727.378,545057.2045
75919,3631047.378,543047.2045
75920,3631677.378,543287.2045
75921,3624297.378,541877.2045
75922,3624777.378,542477.2045
75923,3624837.378,545717.2045
75924,3631557.378,543377.2045
75925,3625227.378,544607.2045
75926,3623967.378,546317.2045
75927,3623997.378,541787.2045
75928,3624327.378,539777.2045
75929,3631077.378,544307.2045
75930,3631033.918,544835.7246
75931,3631977.378,542417.2045
75932,3623007.378,540827.2045
75933,3625107.378,541007.2045
75934,3625137.378,547937.2045
75935,3624597.378,543167.2045
75936,3623487.378,544877.2045
75937,3624357.378,547487.2045
75938,3623877.378,543077.2045
75939,3623727.378,547217.2045
75940,3630927.378,541637.2045
75941,3623607.378,547517.2045
75942,3624117.378,539897.2045
75943,3624297.378,545657.2045
75944,3623787.378,547847.2045
75945,3624147.378,540257.2045
75946,3624177.378,543977.2045
75947,3623307.378,542537.2045
75948,3624777.378,548117.2045
75949,3624237.378,545717.2045
75950,3623157.378,542267.2045
75951,3624417.378,543647.2045
75952,3631793.894,543075.7391
75953,3624237.378,542297.2045
75954,3625047.378,545927.2045
75955,3625047.378,540647.2045
75956,3623247.378,547157.2045
75957,3624147.378,540167.2045
75958,3624477.378,547277.2045
75959,3631856.135,542926.3361
75960,3623937.378,547757.2045
75961,3624237.378,543227.2045
75962,3624987.378,546647.2045
75963,3625047.378,545807.2045
75964,3624687.378,546077.2045
75965,3624027.378,543017.2045
75966,3631317.378,542207.2045
75967,3623074.737,545956.8543
75968,3625107.378,539687.2045
75969,3630957.378,541637.2045
75970,3631077.378,542507.2045
75971,3624177.378,542867.2045
75972,3624267.378,545957.2045
75973,3624087.378,544247.2045
75974,3622977.378,542477.2045
75975,3623247.378,541577.2045
75976,3623727.378,545537.2045
75977,3623817.378,541577.2045
75978,3623307.378,546407.2045
75979,3631827.378,542627.2045
75980,3631077.378,543917.2045
75981,3631887.378,542447.2045
75982,3624627.378,538367.2045
75983,3623817.378,546107.2045
75984,3624387.378,548027.2045
75985,3624027.378,540437.2045
75986,3624297.378,542147.2045
75987,3624477.378,541817.2045
75988,3623877.378,544607.2045
75989,3631467.378,543197.2045
75990,3623637.378,539927.2045
75991,3625257.378,540227.2045
75992,3624087.378,540227.2045
75993,3625137.378,543767.2045
75994,3623877.378,545207.2045
75995,3624507.378,540287.2045
75996,3630867.378,544457.2045
75997,3624867.378,542657.2045
75998,3623187.378,546617.2045
75999,3624747.378,545087.2045
76000,3624537.378,541577.2045
76001,3631287.378,541997.2045
76002,3631017.378,542387.2045
76003,3624807.378,542147.2045
76004,3624777.378,546557.2045
76005,3623397.378,544037.2045
76006,3624687.378,545357.2045
76007,3624807.378,547637.2045
76008,3624087.378,541247.2045
76009,3630957.378,543017.2045
76010,3631587.378,542477.2045
76011,3624957.378,543317.2045
76012,3624807.378,546227.2045
76013,3625227.378,543407.2045
76014,3623607.378,539447.2045
76015,3624177.378,545117.2045
76016,3623997.378,544307.2045
76017,3624567.378,538157.2045
76018,3624717.378,542987.2045
76019,3622926.009,543886.7841
76020,3623877.378,541637.2045
76021,3624687.378,539837.2045
76022,3624087.378,539597.2045
76023,3624987.378,539687.2045
76024,3630897.378,544517.2045
76025,3624747.378,548027.2045
76026,3623547.378,542717.2045
76027,3623457.378,545387.2045
76028,3624627.378,543947.2045
76029,3624447.378,539927.2045
76030,3623817.378,542627.2045
76031,3631317.378,542477.2045
76032,3623517.378,539507.2045
76033,3631137.378,541937.2045
76034,3623277.378,543677.2045
76035,3624177.378,538907.2045
76036,3631407.378,542897.2045
76037,3623097.378,542687.2045
76038,3625227.378,544667.2045
76039,3624687.378,545867.2045
76040,3623697.378,544817.2045
76041,3623487.422,548564.4176
76042,3623457.378,542237.2045
76043,3625107.378,548357.2045
76044,3624297.378,548057.2045
76045,3624927.378,541487.2045
76046,3623697.378,546377.2045
76047,3623817.378,546407.2045
76048,3623817.378,538787.2045
76049,3631377.378,542837.2045
76050,3623667.378,540497.2045
76051,3624327.378,545147.2045
76052,3625227.378,545417.2045
76053,3622887.378,541697.2045
76054,3623427.378,545117.2045
76055,3624867.378,540227.2045
76056,3625077.378,542867.2045
76057,3623397.378,543347.2045
76058,3625167.378,546287.2045
76059,3624687.378,545207.2045
76060,3624837.378,547697.2045
76061,3624567.378,544247.2045
76062,3623547.378,547247.2045
76063,3622917.378,542957.2045
76064,3623337.378,540077.2045
76065,3623367.378,542687.2045
76066,3625107.378,539297.2045
76067,3623487.378,542027.2045
76068,3631347.378,543317.2045
76069,3625047.378,538307.2045
76070,3624627.378,542777.2045
76071,3631497.378,542447.2045
76072,3624687.378,539657.2045
76073,3623847.378,539087.2045
76074,3624207.378,547757.2045
76075,3624837.378,538367.2045
76076,3624567.378,542387.2045
76077,3623577.378,542747.2045
76078,3623097.378,545897.2045
76079,3624987.378,538457.2045
76080,3625197.378,546677.2045
76081,3624027.378,547877.2045
76082,3623037.378,544787.2045
76083,3623607.378,543977.2045
76084,3623967.378,541247.2045
76085,3623967.378,546857.2045
76086,3623997.378,543047.2045
76087,3623307.378,539747.2045
76088,3624477.378,545597.2045
76089,3623457.378,544667.2045
76090,3623757.378,545147.2045
76091,3623757.378,539417.2045
76092,3631437.378,543107.2045
76093,3623757.378,546047.2045
76094,3631137.378,543107.2045
76095,3622917.378,542777.2045
76096,3624927.629,537797.485
76097,3631317.378,543917.2045
76098,3623847.378,544367.2045
76099,3623457.378,541307.2045
76100,3623307.378,540647.2045
76101,3625077.378,546647.2045
76102,3624807.378,539177.2045
76103,3624297.378,541457.2045
76104,3625227.378,542027.2045
76105,3624807.378,542027.2045
76106,3623337.378,544697.2045
76107,3625017.378,541517.2045
76108,3624297.378,542297.2045
76109,3624807.378,543527.2045
76110,3625077.378,540017.2045
76111,3624987.378,546677.2045
76112,3631377.378,543527.2045
76113,3624447.378,545777.2045
76114,3623517.378,541247.2045
76115,3625167.378,537707.2045
76116,3624957.378,546287.2045
76117,3624387.378,545597.2045
76118,3623307.378,545117.2045
76119,3623427.378,539507.2045
76120,3624057.378,541607.2045
76121,3623217.378,544037.2045
76122,3623727.378,540467.2045
76123,3622917.378,540557.2045
76124,3624387.378,545387.2045
76125,3624687.378,542387.2045
76126,3624807.378,543977.2045
76127,3623067.378,540197.2045
76128,3623757.378,543827.2045
76129,3624927.378,540977.2045
76130,3624117.378,541727.2045
76131,3623817.378,547037.2045
76132,3625167.378,541607.2045
76133,3624597.378,543227.2045
76134,3623817.378,541427.2045
76135,3623397.378,546857.2045
76136,3624957.378,542147.2045
76137,3625047.378,546857.2045
76138,3624267.378,546077.2045
76139,3625227.378,538367.2045
76140,3623967.378,548477.2045
76141,3624477.378,544757.2045
76142,3624087.378,541787.2045
76143,3624957.378,543167.2045
76144,3624387.378,539567.2045
76145,3624117.378,546017.2045
76146,3624177.378,545387.2045
76147,3625167.378,540827.2045
76148,3624987.378,539207.2045
76149,3624597.378,546587.2045
76150,3631047.378,543167.2045
76151,3623187.378,543617.2045
76152,3624057.378,546287.2045
76153,3623547.378,542867.2045
76154,3623187.378,541697.2045
76155,3623727.378,543227.2045
76156,3623007.378,544127.2045
76157,3624087.378,541307.2045
76158,3623607.378,543767.2045
76159,3624477.378,541067.2045
76160,3624897.378,545267.2045
76161,3625047.378,547997.2045
76162,3631077.378,543047.2045
76163,3623187.378,544967.2045
76164,3624447.378,539027.2045
76165,3631707.378,542807.2045
76166,3623997.378,546107.2045
76167,3624807.378,540767.2045
76168,3623877.378,538877.2045
76169,3624417.378,548447.2045
76170,3624567.378,539057.2045
76171,3623727.378,539597.2045
76172,3623307.378,545267.2045
76173,3624987.378,547427.2045
76174,3625047.378,547847.2045
76175,3625257.378,542717.2045
76176,3623247.378,544877.2045
76177,3623787.378,541997.2045
76178,3623097.378,545957.2045
76179,3623067.378,541547.2045
76180,3624117.378,544007.2045
76181,3624387.378,542957.2045
76182,3623787.378,547337.2045
76183,3623877.378,542807.2045
76184,3631707.378,543107.2045
76185,3631437.378,543827.2045
76186,3624687.378,539807.2045
76187,3624117.378,538277.2045
76188,3624507.378,548507.2045
76189,3625227.378,547577.2045
76190,3624117.378,543857.2045
76191,3623727.378,545927.2045
76192,3624867.378,538487.2045
76193,3623337.378,539957.2045
76194,3624537.378,546917.2045
76195,3623067.378,542327.2045
76196,3623037.378,542507.2045
76197,3631977.378,542627.2045
76198,3631647.378,542147.2045
76199,3631197.378,543347.2045
76200,3631317.378,541757.2045
76201,3624477.378,542957.2045
76202,3623247.378,545057.2045
76203,3625137.378,544517.2045
76204,3624777.378,541517.2045
76205,3623307.378,547667.2045
76206,3624957.378,547367.2045
76207,3624327.378,548087.2045
76208,3623020.101,539967.198
76209,3624717.378,546527.2045
76210,3624747.378,545207.2045
76211,3625197.378,545207.2045
76212,3622917.378,540287.2045
76213,3624537.378,541967.2045
76214,3623757.378,543587.2045
76215,3624057.378,545027.2045
76216,3623457.378,540677.2045
76217,3624957.378,546197.2045
76218,3623997.378,539297.2045
76219,3624207.378,538427.2045
76220,3624357.378,545957.2045
76221,3624207.378,541157.2045
76222,3623457.378,539747.2045
76223,3624477.378,547097.2045
76224,3624807.378,539927.2045
76225,3623457.378,545897.2045
76226,3624747.378,542117.2045
76227,3623021.159,545294.8512
76228,3630897.378,541787.2045
76229,3625167.378,543107.2045
76230,3624927.378,538967.2045
76231,3625137.378,539777.2045
76232,3624627.378,547757.2045
76233,3624687.378,542237.2045
76234,3622923.876,543826.8899
76235,3624777.378,546827.2045
76236,3623817.378,541727.2045
76237,3630897.378,542537.2045
76238,3624597.378,539987.2045
76239,3624777.378,542087.2045
76240,3623367.378,548417.2045
